ApprovalFY,DisbursementGross_num,State,UrbanRural_f,SBA_Portion,NAICS_sector,NoEmp,SBA_Appv_num,Bank,PaidInFull
2004,18960.0,NJ,Urban,0.5,44,1,7750.0,BANK OF AMERICA NATL ASSOC,1
2010,235000.0,PA,Urban,0.5,53,13,75000.0,PENN LIBERTY BANK,1
2006,35000.0,IA,Urban,0.5,51,3,17500.0,CAPITAL ONE NATL ASSOC,0
2005,100000.0,CA,Rural,0.5,31,1,50000.0,WELLS FARGO BANK NATL ASSOC,1
2006,43440.0,TX,Urban,0.5,44,2,12500.0,COMPASS BANK,0
2008,25200.0,IL,Urban,0.5,32,1,12500.0,JPMORGAN CHASE BANK NATL ASSOC,1
2005,25000.0,KS,Urban,0.85,23,2,21250.0,"BUSINESS LOAN CENTER, LLC",0
2004,50000.0,TX,Urban,0.5,53,3,25000.0,BANK OF AMERICA NATL ASSOC,1
2006,60000.0,CA,Urban,0.5,31,1,30000.0,WELLS FARGO BANK NATL ASSOC,1
2010,129500.0,MO,Rural,0.9,45,1,116550.0,PHELPS COUNTY BANK,1
2007,15000.0,PA,Urban,0.85,52,4,12750.0,BBCN BANK,0
2002,70000.0,OH,Rural,1.0,44,13,70000.0,OHIO STATEWIDE DEVEL CORP,1
2002,1115000.0,FL,Urban,0.75,42,50,836250.0,FLORIDA COMMUN BANK NATL ASSOC,1
2005,324500.0,CO,Urban,0.75,44,18,243375.0,COBIZ BANK,1
2005,33028.0,ID,Urban,0.5,56,4,5000.0,U.S. BANK NATIONAL ASSOCIATION,1
2005,58953.0,NE,Urban,0.5,23,4,12500.0,WELLS FARGO BANK NATL ASSOC,1
2004,162603.0,IL,Urban,0.5,42,1,17500.0,"PNC BANK, NATIONAL ASSOCIATION",1
2001,289000.0,VA,Urban,1.0,62,8,289000.0,RAPPAHANNOCK ECONOMIC DEVEL CO,1
2006,30000.0,CT,Urban,0.5,44,6,15000.0,SANTANDER BANK NATL ASSOC,1
2007,8000.0,OH,Rural,0.5,48,0,4000.0,THE HUNTINGTON NATIONAL BANK,1
2004,54000.0,CA,Urban,0.5,44,1,27000.0,WILSHIRE BANK,1
2000,15000.0,NJ,Urban,0.5,23,1,7500.0,BANK OF AMERICA NATL ASSOC,1
2007,131823.0,AZ,Urban,0.5,23,2,20000.0,JPMORGAN CHASE BANK NATL ASSOC,0
2005,98737.0,ID,Urban,0.5,23,5,25000.0,ZIONS FIRST NATIONAL BANK,1
2007,38500.0,MI,Urban,0.5,45,1,19250.0,JPMORGAN CHASE BANK NATL ASSOC,1
2005,114579.0,OH,Urban,0.5,71,10,25000.0,U.S. BANK NATIONAL ASSOCIATION,1
2007,103415.0,IN,Urban,0.5,56,55,12500.0,CITIZENS BANK NATL ASSOC,1
2003,35535.0,IN,Urban,0.5,56,1,17500.0,"PNC BANK, NATIONAL ASSOCIATION",1
2001,211000.0,NC,Rural,1.0,81,1,211000.0,CENTRALINA DEVEL CORPORATION I,1
2005,173380.0,CA,Urban,0.5,42,8,25000.0,CALIFORNIA BANK & TRUST,1
2003,800000.0,MA,Rural,0.75,81,12,600000.0,"TD BANK, NATIONAL ASSOCIATION",1
2007,165376.0,NY,Urban,0.5,33,1,25000.0,JPMORGAN CHASE BANK NATL ASSOC,1
2000,100000.0,IL,Urban,0.5,42,3,50000.0,BANK OF AMERICA NATL ASSOC,0
2007,10000.0,NY,Urban,0.5,42,3,5000.0,BANK OF AMERICA NATL ASSOC,0
2009,35000.0,WV,Rural,1.0,54,6,35000.0,MAIN STREET BANK CORP.,0
2006,213707.0,TX,Urban,0.5,44,5,80000.0,TEXAS ST. BANK A DIVISION OF,1
2004,78021.0,FL,Urban,0.5,45,5,25000.0,BANK OF AMERICA NATL ASSOC,1
2010,30200.0,OR,Urban,1.0,54,2,30200.0,WELLS FARGO BANK NATL ASSOC,1
2007,70242.0,IL,Urban,0.5,48,10,25000.0,"PNC BANK, NATIONAL ASSOCIATION",0
2006,7866.0,MA,Urban,0.5,32,2,5000.0,CITIZENS BANK NATL ASSOC,1
2003,100000.0,CA,Urban,0.5,54,5,50000.0,BANK OF AMERICA NATL ASSOC,0
2005,100000.0,NC,Urban,0.75,81,1,75000.0,COASTAL FCU,1
2009,775000.0,TX,Urban,0.9,51,50,697500.0,"SOUTHWEST SECURITIES, FSB",1
2008,16500.0,MI,Urban,0.5,72,0,5000.0,THE HUNTINGTON NATIONAL BANK,1
2008,11565.0,IL,Rural,0.5,23,1,5250.0,"PNC BANK, NATIONAL ASSOCIATION",0
2005,300000.0,AK,Rural,0.75,44,8,225000.0,ALASKA GROWTH CAP. BIDCO INC.,0
2006,49185.0,NY,Rural,0.5,44,2,15000.0,JPMORGAN CHASE BANK NATL ASSOC,0
2007,132846.0,FL,Urban,0.5,54,5,25000.0,CAPITAL ONE BK (USA) NATL ASSO,1
2003,29788.0,PA,Urban,0.5,33,1,2500.0,CITIZENS BANK NATL ASSOC,1
2006,25000.0,CA,Urban,0.5,71,2,12500.0,CAPITAL ONE NATL ASSOC,0
2007,13297.0,MO,Rural,0.5,72,3,5000.0,U.S. BANK NATIONAL ASSOCIATION,1
2007,25000.0,CA,Urban,0.85,44,2,21250.0,INNOVATIVE BANK,1
1999,52850.0,FL,Rural,0.8,62,12,42280.0,AMERIS BANK,1
2010,15000.0,TX,Urban,0.5,44,0,7500.0,JPMORGAN CHASE BANK NATL ASSOC,1
2008,63836.0,CA,Urban,0.5,45,2,12500.0,U.S. BANK NATIONAL ASSOCIATION,1
2007,36650.0,CA,Rural,0.5,42,3,12500.0,BANK OF AMERICA NATL ASSOC,0
2006,138735.0,UT,Urban,0.5,45,2,25000.0,AMERICA FIRST FCU,1
2007,19000.0,AL,Urban,0.5,72,8,5000.0,COMPASS BANK,1
2007,222512.0,CO,Urban,0.5,51,19,15000.0,U.S. BANK NATIONAL ASSOCIATION,1
2006,150000.0,OH,Urban,0.5,45,12,75000.0,"PNC BANK, NATIONAL ASSOCIATION",1
2003,13747.0,NY,Urban,0.5,81,2,5000.0,KEYBANK NATIONAL ASSOCIATION,1
2010,32378.0,NY,Urban,0.5,54,2,12500.0,JPMORGAN CHASE BANK NATL ASSOC,1
2002,50000.0,CA,Urban,0.5,81,5,25000.0,BANK OF AMERICA NATL ASSOC,0
2004,77248.0,FL,Urban,0.5,62,8,25000.0,BANK OF AMERICA NATL ASSOC,1
2001,100000.0,CA,Urban,0.85,72,9,85000.0,FIRST NORTHERN BANK OF DIXON,1
2004,25000.0,CA,Urban,0.5,42,7,12500.0,BANK OF AMERICA NATL ASSOC,1
2006,99500.0,CA,Urban,0.5,56,5,25000.0,HSBC BK USA NATL ASSOC,1
2006,41000.0,MI,Urban,0.5,44,1,20500.0,CITIZENS BANK NATL ASSOC,0
2000,975000.0,WA,Urban,1.0,32,87,975000.0,EVERGREEN BUSINESS CAPITAL,1
2004,245200.0,TX,Urban,0.75,42,22,183900.0,FROST BANK,1
2006,55918.0,CA,Urban,0.5,72,2,12500.0,WELLS FARGO BANK NATL ASSOC,0
2004,1575000.0,GA,Rural,0.75,62,22,1181250.0,FIRST NATIONAL BANK OF GRIFFIN,1
2006,138240.0,TX,Urban,0.5,81,4,27500.0,WELLS FARGO BANK NATL ASSOC,1
2007,645000.0,CA,Urban,0.75,54,1,483750.0,COMERICA BANK,0
2007,34952.0,CA,Urban,0.5,54,1,10000.0,U.S. BANK NATIONAL ASSOCIATION,1
2007,15000.0,NY,Urban,0.5,56,4,7500.0,BANK OF AMERICA NATL ASSOC,1
2008,205000.0,CO,Urban,0.75,56,2,153750.0,GREAT WESTERN BANK,1
2008,230000.0,CA,Urban,0.75,72,8,172500.0,WILSHIRE BANK,1
2002,242750.0,FL,Urban,0.750002059732235,45,6,182063.0,CENTENNIAL BANK,1
2005,43101.0,NY,Urban,0.5,44,3,12500.0,HSBC BK USA NATL ASSOC,0
2007,122438.0,CO,Urban,0.5,62,3,25000.0,CAPITAL ONE NATL ASSOC,0
2005,34878.0,MI,Urban,0.5,48,3,12500.0,JPMORGAN CHASE BANK NATL ASSOC,0
2010,350000.0,NJ,Urban,0.9,42,11,315000.0,MANUFACTURERS & TRADERS TR CO,1
2010,154000.0,IA,Urban,0.75,44,42,115500.0,FIRST CENTRAL STATE BANK,1
2006,99932.0,MI,Urban,0.5,72,6,17500.0,CAPITAL ONE NATL ASSOC,0
2003,50099.0,PA,Urban,0.5,54,2,17500.0,CITIZENS BANK NATL ASSOC,1
2007,10000.0,NJ,Urban,0.5,72,1,5000.0,"PNC BANK, NATIONAL ASSOCIATION",1
2001,20000.0,AZ,Urban,0.5,48,4,10000.0,JPMORGAN CHASE BANK NATL ASSOC,1
2009,25000.0,TX,Rural,0.9,72,2,22500.0,AUSTIN BANK TEXAS NATL ASSOC,1
2003,15000.0,IN,Urban,0.5,72,4,7500.0,WELLS FARGO BANK NATL ASSOC,0
2004,42046.0,MD,Urban,0.5,23,5,12500.0,SUNTRUST BANK,1
2007,50000.0,MD,Urban,0.85,54,3,42500.0,BBCN BANK,1
2006,99270.0,UT,Urban,0.5,52,2,25000.0,ZIONS FIRST NATIONAL BANK,0
2003,125000.0,FL,Rural,0.85,33,12,106250.0,SYNOVUS BANK,1
2005,12754.0,UT,Urban,0.5,42,1,6000.0,U.S. BANK NATIONAL ASSOCIATION,1
2001,74045.0,CT,Urban,0.5,45,5,15000.0,BANK OF AMERICA NATL ASSOC,0
2007,59950.0,MI,Urban,0.5,44,1,20000.0,CITIZENS BANK NATL ASSOC,0
2003,76730.0,NH,Urban,0.5,81,1,17500.0,CITIZENS BANK NATL ASSOC,1
2010,30000.0,WA,Urban,0.5,53,25,15000.0,KEYBANK NATIONAL ASSOCIATION,1
2002,66742.0,OH,Urban,0.5,23,1,7500.0,THE HUNTINGTON NATIONAL BANK,1
2008,15000.0,MD,Urban,0.85,81,5,12750.0,BBCN BANK,1
2010,22732.0,MT,Rural,1.0,23,2,23600.0,VALLEY BANK OF KALISPELL,1
2010,25000.0,CA,Urban,0.9,44,5,22500.0,UMPQUA BANK,1
2006,11430.0,FL,Urban,0.5,56,1,5000.0,BANK OF AMERICA NATL ASSOC,0
2007,109751.0,CA,Urban,0.5,52,1,50000.0,WELLS FARGO BANK NATL ASSOC,1
2004,45000.0,NC,Urban,0.5,71,5,20000.0,BANK OF AMERICA NATL ASSOC,1
2006,25000.0,NY,Urban,0.5,45,2,12500.0,JPMORGAN CHASE BANK NATL ASSOC,1
2006,15000.0,MA,Rural,0.5,44,1,5000.0,BANK OF AMERICA NATL ASSOC,1
2003,10000.0,CA,Urban,0.5,81,3,5000.0,BANK OF AMERICA NATL ASSOC,1
2007,10000.0,LA,Urban,0.85,54,1,8500.0,"SUPERIOR FINANCIAL GROUP, LLC",0
2007,158869.0,CA,Rural,0.5,62,2,25000.0,JPMORGAN CHASE BANK NATL ASSOC,0
2009,20000.0,TX,Urban,0.5,23,2,10000.0,UNITED BK OF EL PASO DEL NORTE,1
2003,25000.0,IA,Urban,0.5,54,1,12500.0,WELLS FARGO BANK NATL ASSOC,1
2002,150000.0,TX,Urban,0.5,42,7,75000.0,BANK OF AMERICA NATL ASSOC,1
2010,400000.0,TX,Urban,0.9,72,1,360000.0,"INTEGRITY BANK, SSB",1
2007,15000.0,CA,Urban,0.85,45,1,12750.0,BBCN BANK,0
2004,75099.0,CT,Urban,0.5,52,2,37500.0,CITIZENS BANK NATL ASSOC,1
2002,200000.0,MA,Urban,0.9,42,1,180000.0,DANVERSBANK,1
2008,560000.0,CA,Urban,0.75,62,7,420000.0,COMERICA BANK,1
2007,109823.0,NV,Rural,0.5,52,2,25000.0,NEVADA STATE BANK,1
2005,150000.0,NY,Urban,0.5,62,20,50000.0,FIRST NIAGARA BANK NATL ASSOC,1
2005,50000.0,TX,Urban,0.5,54,2,25000.0,CAPITAL ONE NATL ASSOC,1
2000,649500.0,MI,Urban,0.75,62,2,516375.0,"READYCAP LENDING, LLC",1
2003,50000.0,CA,Urban,0.5,62,7,25000.0,BANK OF AMERICA NATL ASSOC,1
2004,30200.0,PA,Urban,0.5,81,1,15000.0,CITIZENS BANK NATL ASSOC,1
2000,315000.0,FL,Urban,1.0,33,5,315000.0,GULFCOAST BUS. FINANCE INC.,1
2007,13382.0,WA,Urban,0.5,44,4,5000.0,BANK OF AMERICA NATL ASSOC,1
2007,41298.0,TX,Urban,0.5,48,3,12500.0,JPMORGAN CHASE BANK NATL ASSOC,1
2003,43400.0,OH,Rural,0.85,81,2,36890.0,THE HUNTINGTON NATIONAL BANK,0
2007,375000.0,OH,Urban,0.5,42,2,75000.0,KEYBANK NATIONAL ASSOCIATION,1
2005,299200.0,CA,Rural,0.75,53,6,252000.0,"RABOBANK, NATIONAL ASSOCIATION",1
2006,10000.0,FL,Rural,0.5,33,1,5000.0,BANK OF AMERICA NATL ASSOC,1
2010,10100.0,MS,Rural,0.9,33,2,9090.0,TRUSTMARK NATIONAL BANK,0
2003,28529.0,PA,Urban,0.5,44,9,2500.0,CITIZENS BANK NATL ASSOC,1
2005,24810.0,MA,Urban,0.5,81,3,12500.0,CITIZENS BANK NATL ASSOC,0
2002,15000.0,UT,Urban,0.5,23,1,7500.0,WELLS FARGO BANK NATL ASSOC,1
2001,12217.0,MA,Urban,0.5,72,5,2500.0,CITIZENS BANK NATL ASSOC,1
2005,240000.0,FL,Urban,0.75,72,22,180000.0,"PNC BANK, NATIONAL ASSOCIATION",0
2005,10200.0,AZ,Urban,0.5,44,2,5100.0,JPMORGAN CHASE BANK NATL ASSOC,1
2003,15226.0,AZ,Urban,0.5,51,1,7500.0,WELLS FARGO BANK NATL ASSOC,1
2002,50000.0,CA,Urban,0.5,42,6,25000.0,BANK OF AMERICA NATL ASSOC,1
2002,189500.0,CA,Urban,0.75,44,3,142125.0,COMERICA BANK,1
2007,35000.0,CA,Urban,0.5,23,29,17500.0,CAPITAL ONE NATL ASSOC,1
2010,203000.0,WA,Rural,0.9,72,10,182700.0,FIRST HERITAGE BANK,1
2006,10000.0,FL,Rural,0.5,48,4,5000.0,BANK OF AMERICA NATL ASSOC,1
2007,50000.0,NY,Urban,0.5,72,6,25000.0,EAST WEST BANK,1
2008,7000.0,KY,Urban,0.5,54,6,3500.0,U.S. BANK NATIONAL ASSOCIATION,1
2005,120086.0,NJ,Urban,0.5,62,3,19000.0,VALLEY NATIONAL BANK,1
2006,150098.0,WI,Rural,0.5,42,4,50000.0,JPMORGAN CHASE BANK NATL ASSOC,1
2007,55500.0,PA,Rural,0.5,54,1,12500.0,MANUFACTURERS & TRADERS TR CO,0
2010,6000.0,ME,Rural,0.5,72,6,3000.0,BATH SAVINGS INSTITUTION,0
2008,7515.0,NJ,Urban,0.5,61,3,2500.0,BANK OF AMERICA NATL ASSOC,1
2002,36000.0,CA,Urban,0.5,44,2,18000.0,BANK OF AMERICA NATL ASSOC,1
2002,29367.0,RI,Urban,0.5,33,1,2500.0,CITIZENS BANK NATL ASSOC,1
2007,10000.0,OH,Urban,0.85,54,1,8500.0,BBCN BANK,0
2004,25000.0,IL,Urban,0.5,52,2,12500.0,U.S. BANK NATIONAL ASSOCIATION,1
2003,37050.0,CT,Urban,0.5,81,2,9000.0,BANK OF AMERICA NATL ASSOC,1
2008,50613.0,CO,Urban,0.5,53,4,17500.0,U.S. BANK NATIONAL ASSOCIATION,0
2010,200000.0,CA,Urban,0.75,54,8,150000.0,CALIFORNIA CU,1
2006,52975.0,CA,Urban,0.5,81,3,12500.0,MUFG UNION BANK NATL ASSOC,1
2006,26800.0,NY,Urban,0.5,48,1,13400.0,HSBC BK USA NATL ASSOC,1
2007,175000.0,CA,Urban,0.5,48,10,87500.0,U.S. BANK NATIONAL ASSOCIATION,0
2007,92632.0,NC,Urban,0.5,62,5,22500.0,BANK OF AMERICA NATL ASSOC,0
2010,90294.0,IA,Urban,0.5,45,6,25000.0,AMERICAN TRUST & SAVINGS BANK,1
2007,10000.0,MD,Urban,0.5,81,4,5000.0,"PNC BANK, NATIONAL ASSOCIATION",1
2009,50000.0,MS,Urban,0.9,23,20,45000.0,WHITNEY BANK,1
2006,48691.0,TX,Urban,0.5,81,5,7500.0,JPMORGAN CHASE BANK NATL ASSOC,0
2003,45000.0,CA,Urban,0.5,45,3,32500.0,WELLS FARGO BANK NATL ASSOC,1
2003,750000.0,GA,Urban,0.75,54,21,562500.0,UNITED COMMUNITY BANK,1
2006,1288359.0,OH,Rural,0.5,32,3,135000.0,"FIRSTMERIT BANK, N.A.",1
2008,50000.0,FL,Urban,0.5,33,4,25000.0,JPMORGAN CHASE BANK NATL ASSOC,0
2006,15000.0,NJ,Urban,0.5,44,13,7500.0,JPMORGAN CHASE BANK NATL ASSOC,1
2003,14750.0,NY,Urban,0.5,42,8,5000.0,BANK OF AMERICA NATL ASSOC,1
2006,25000.0,FL,Urban,0.85,72,3,21250.0,UMPQUA BANK,0
2005,89659.0,PA,Urban,0.5,56,12,45000.0,CITIZENS BANK NATL ASSOC,1
2002,1025000.0,NV,Urban,0.75,44,7,768750.0,FIRST-CITIZENS BK & TR CO,1
2001,38493.0,NH,Urban,0.5,56,6,2500.0,CITIZENS BANK NATL ASSOC,1
2009,35000.0,FL,Urban,0.5,54,6,15000.0,SUNTRUST BANK,1
2008,89728.0,NE,Urban,0.5,23,5,22500.0,FIRST SAVINGS BANK,1
2005,581714.0,CA,Urban,0.5,42,10,100000.0,CALIFORNIA UNITED BANK,1
2000,27675.0,CT,Urban,0.5,45,4,7500.0,BANK OF AMERICA NATL ASSOC,1
2006,73106.0,IL,Rural,0.5,72,2,20000.0,"PNC BANK, NATIONAL ASSOCIATION",1
2002,1130000.0,CA,Urban,0.75,42,4,847500.0,VALLEY BUSINESS BANK,1
2006,30000.0,UT,Urban,0.5,62,1,15000.0,ZIONS FIRST NATIONAL BANK,1
2007,21500.0,ND,Urban,0.5,81,1,6500.0,U.S. BANK NATIONAL ASSOCIATION,1
2006,45797.0,CA,Urban,0.5,42,4,12500.0,WELLS FARGO BANK NATL ASSOC,0
2008,184349.0,NY,Urban,0.5,42,3,50000.0,BNB HANA BANK NATL ASSOC,1
2008,15000.0,NY,Urban,0.5,72,9,5000.0,KEYBANK NATIONAL ASSOCIATION,0
2007,202500.0,MD,Urban,0.5,48,13,101250.0,BRANCH BK. & TR CO,1
2007,50000.0,NJ,Urban,0.5,61,4,25000.0,"CITIBANK, N.A.",1
2006,326813.0,UT,Rural,0.5,62,4,85000.0,CENTRAL BANK,1
1998,30000.0,WI,Rural,0.8,72,1,24000.0,FARMERS & MERCHANTS BK & TR,1
2007,149494.0,WI,Urban,0.5,33,4,37500.0,COMMUNITY FIRST CU,1
2003,19210.0,PA,Urban,0.5,62,1,2500.0,CITIZENS BANK NATL ASSOC,1
2006,25000.0,WI,Rural,0.5,42,1,12500.0,CAPITAL ONE NATL ASSOC,1
2005,19799.0,PA,Urban,0.5,62,1,10000.0,CITIZENS BANK NATL ASSOC,0
2005,160000.0,NH,Urban,0.5,33,7,125000.0,CITIZENS BANK NATL ASSOC,1
2005,1040000.0,WA,Urban,0.75,33,21,780000.0,COASTAL COMMUNITY BANK,1
2008,60000.0,NY,Urban,0.5,81,15,30000.0,HSBC BK USA NATL ASSOC,1
2004,558727.0,RI,Urban,0.75,33,18,419046.0,"READYCAP LENDING, LLC",1
2006,112000.0,KS,Rural,0.75,62,5,84000.0,JOHNSON STATE BANK,1
2004,235000.0,FL,Urban,0.5,56,78,50000.0,WELLS FARGO BANK NATL ASSOC,1
2002,930000.0,CA,Rural,0.75,45,27,697500.0,WELLS FARGO BANK NATL ASSOC,1
2009,25000.0,KY,Rural,0.9,23,7,22500.0,"TRADITIONAL BANK, INC.",1
2004,106000.0,ME,Rural,0.85,23,3,90100.0,KENNEBUNK SAVINGS BANK,1
2005,100000.0,FL,Rural,0.5,32,12,50000.0,CAPITAL ONE NATL ASSOC,0
2005,100000.0,OH,Urban,0.5,81,6,50000.0,CITIZENS BANK NATL ASSOC,1
2003,32317.0,OH,Urban,0.5,72,3,13000.0,THE HUNTINGTON NATIONAL BANK,1
2005,10000.0,IN,Urban,0.5,54,2,5000.0,CITIZENS BANK NATL ASSOC,1
2007,643208.0,AZ,Urban,0.75,33,2,496350.0,WELLS FARGO BANK NATL ASSOC,0
2006,61933.0,IN,Rural,0.5,71,6,10000.0,"PNC BANK, NATIONAL ASSOCIATION",1
2006,91500.0,CA,Urban,0.5,42,5,25000.0,BANK OF AMERICA NATL ASSOC,0
2010,25000.0,LA,Urban,0.85,81,4,21250.0,SOUTH LOUISIANA BANK,1
2004,32000.0,NJ,Urban,0.5,62,1,16000.0,BANK OF AMERICA NATL ASSOC,1
2002,50000.0,MD,Urban,0.5,56,10,25000.0,BANK OF AMERICA NATL ASSOC,1
2006,49935.0,CA,Urban,0.5,45,1,25000.0,UMPQUA BANK,0
2007,19000.0,AL,Urban,0.5,45,1,9500.0,REDSTONE FCU,1
2005,178345.0,MI,Urban,0.5,45,3,85000.0,BANK OF AMERICA NATL ASSOC,1
2007,38800.0,FL,Urban,0.5,81,5,7500.0,BANK OF AMERICA NATL ASSOC,1
2005,50000.0,OH,Urban,0.5,54,2,25000.0,CAPITAL ONE NATL ASSOC,0
2003,20000.0,CA,Urban,0.5,23,2,10000.0,WELLS FARGO BANK NATL ASSOC,1
2009,46905.0,CO,Urban,0.5,11,1,7500.0,U.S. BANK NATIONAL ASSOCIATION,1
2007,50000.0,GA,Urban,0.5,42,5,25000.0,BRANCH BK. & TR CO,1
2006,654188.0,CO,Urban,0.5,23,26,75000.0,JPMORGAN CHASE BANK NATL ASSOC,1
2008,74067.0,FL,Urban,0.5,23,4,15000.0,JPMORGAN CHASE BANK NATL ASSOC,0
2005,150000.0,CA,Urban,0.5,61,8,75000.0,WILSHIRE BANK,1
2005,6000.0,VA,Rural,0.5,23,2,3000.0,BANK OF AMERICA NATL ASSOC,1
2004,816000.0,OH,Rural,0.75,54,7,612000.0,FIFTH THIRD BANK,1
2000,355958.0,NY,Urban,0.75,32,16,324750.0,HSBC BK USA NATL ASSOC,1
2009,20132.0,WA,Urban,0.5,56,2,5000.0,U.S. BANK NATIONAL ASSOCIATION,0
2001,130000.0,PA,Urban,0.75,54,10,97500.0,SANTANDER BANK NATL ASSOC,1
2004,50000.0,TX,Urban,0.5,44,3,25000.0,BANK OF AMERICA NATL ASSOC,1
2009,31887.0,UT,Urban,0.5,23,4,5000.0,ZIONS FIRST NATIONAL BANK,1
2007,15427.0,NM,Urban,0.5,54,2,5000.0,MOUNTAIN AMERICA FCU,0
2006,15000.0,NC,Urban,0.85,44,5,12750.0,BBCN BANK,1
2002,240000.0,WA,Urban,0.75,45,11,180000.0,KEYBANK NATIONAL ASSOCIATION,1
2007,40951.0,OR,Urban,0.5,23,1,10000.0,U.S. BANK NATIONAL ASSOCIATION,0
2007,31911.0,CA,Urban,0.5,56,8,5000.0,WELLS FARGO BANK NATL ASSOC,1
2004,10605.0,WA,Urban,0.5,72,6,3500.0,BANK OF AMERICA NATL ASSOC,1
2007,177489.0,ID,Urban,0.5,23,1,15000.0,U.S. BANK NATIONAL ASSOCIATION,1
2004,31015.0,PA,Urban,0.5,23,4,2500.0,CITIZENS BANK NATL ASSOC,1
2008,89464.0,SD,Rural,0.5,23,2,35000.0,FIRST NATIONAL BANK,1
2000,500000.0,OR,Urban,0.75,33,8,375000.0,UMPQUA BANK,1
2008,50000.0,NV,Urban,0.5,62,11,25000.0,U.S. BANK NATIONAL ASSOCIATION,1
2010,35000.0,TX,Urban,0.5,81,7,17500.0,JPMORGAN CHASE BANK NATL ASSOC,1
2001,48167.0,MA,Urban,0.5,56,6,17500.0,CITIZENS BANK NATL ASSOC,1
2006,4203.0,IL,Urban,0.5,62,5,2500.0,CITIZENS BANK NATL ASSOC,1
2007,76000.0,MD,Urban,0.5,54,1,15000.0,BANK OF AMERICA NATL ASSOC,1
2006,100000.0,NY,Urban,0.5,23,10,50000.0,CAPITAL ONE NATL ASSOC,0
2007,37809.0,FL,Urban,0.5,62,4,16000.0,JPMORGAN CHASE BANK NATL ASSOC,1
2006,116000.0,SC,Urban,0.85,71,0,98600.0,"READYCAP LENDING, LLC",0
2008,328671.0,TX,Urban,0.5,23,1,75000.0,FROST BANK,0
2006,28000.0,FL,Urban,0.5,42,1,14000.0,BANK OF AMERICA NATL ASSOC,0
2006,35242.0,FL,Urban,0.5,53,3,15000.0,JPMORGAN CHASE BANK NATL ASSOC,1
2002,960000.0,VA,Urban,0.75,49,25,720000.0,"PNC BANK, NATIONAL ASSOCIATION",1
2004,80000.0,ND,Urban,0.5,62,1,40000.0,BANK FORWARD,1
2004,127030.0,PA,Urban,0.5,71,8,17500.0,CITIZENS BANK NATL ASSOC,1
2001,63915.0,ME,Urban,0.5,33,1,20000.0,BANK OF AMERICA NATL ASSOC,1
2006,30500.0,CT,Urban,0.5,81,3,10000.0,CITIZENS BANK NATL ASSOC,0
2006,19300.0,IL,Urban,0.5,23,10,9650.0,U.S. BANK NATIONAL ASSOCIATION,1
2008,20000.0,KY,Urban,0.5,45,0,10000.0,THE HUNTINGTON NATIONAL BANK,1
2007,15000.0,MS,Rural,0.85,48,5,12750.0,INNOVATIVE BANK,1
2006,50000.0,WA,Urban,0.5,54,1,25000.0,U.S. BANK NATIONAL ASSOCIATION,1
2002,1000000.0,OR,Urban,1.0,62,29,1000000.0,EVERGREEN BUSINESS CAPITAL,1
2004,55214.0,FL,Urban,0.5,62,15,15000.0,BANK OF AMERICA NATL ASSOC,1
2005,21980.0,PA,Urban,0.5,54,1,5250.0,"PNC BANK, NATIONAL ASSOCIATION",1
2007,250000.0,MI,Urban,0.5,72,2,125000.0,"PNC BANK, NATIONAL ASSOCIATION",0
2008,42200.0,CA,Urban,0.5,54,1,14000.0,JPMORGAN CHASE BANK NATL ASSOC,1
2003,26505.0,OR,Urban,0.5,44,4,12500.0,BANK OF AMERICA NATL ASSOC,1
2002,48000.0,NY,Rural,0.85,72,14,40800.0,MANUFACTURERS & TRADERS TR CO,0
2008,44465.0,NY,Urban,0.5,45,1,12500.0,JPMORGAN CHASE BANK NATL ASSOC,0
2007,57160.0,MD,Urban,0.5,23,2,17500.0,BANK OF AMERICA NATL ASSOC,1
2003,20000.0,OH,Urban,0.75,72,10,15000.0,U.S. BANK NATIONAL ASSOCIATION,1
2010,266350.0,MT,Rural,0.5,48,21,75000.0,THREE RIVERS BANK OF MONTANA,1
2005,170000.0,CO,Urban,0.5,23,6,50000.0,WELLS FARGO BANK NATL ASSOC,1
2006,47000.0,GA,Urban,0.5,81,3,23500.0,SUNTRUST BANK,1
2007,23286.0,CT,Rural,0.5,54,2,2500.0,CITIZENS BANK NATL ASSOC,1
2005,79000.0,FL,Urban,0.5,42,3,39500.0,CALIFORNIA BANK & TRUST,1
2005,10000.0,FL,Urban,0.5,44,2,5000.0,BANK OF AMERICA NATL ASSOC,1
2008,79942.0,CA,Urban,0.5,54,3,17500.0,BANK OF AMERICA NATL ASSOC,0
2007,105000.0,WI,Urban,0.5,62,3,52500.0,ASSOCIATED BANK NATL ASSOC,1
2007,20000.0,OK,Urban,0.85,51,2,17000.0,BBCN BANK,0
2004,15000.0,MA,Urban,0.5,23,3,7500.0,BANK OF AMERICA NATL ASSOC,1
2002,156000.0,IL,Rural,0.75,44,4,117000.0,THE BANK OF CARBONDALE,1
2010,150000.0,IL,Urban,0.9,72,15,265590.0,RIDGESTONE BANK,1
2006,14000.0,NJ,Urban,0.5,51,3,5000.0,BANK OF AMERICA NATL ASSOC,1
2010,50000.0,WA,Urban,0.9,44,1,45000.0,BBCN BANK,1
2009,109000.0,OH,Urban,0.5,81,9,50000.0,CITIZENS BANK NATL ASSOC,1
2007,35438.0,NY,Urban,0.5,81,6,17500.0,BANK OF AMERICA NATL ASSOC,0
